postcode,sector,easting,northing,localAuthority,altitude,soilType
IG1 2RE,IG1 2,544688.0,185277.0,Redbridge,10,Unsurveyed/Urban
HP5 1XF,HP5 1,496214.0,202860.0,Buckinghamshire,120,Luvisols
SS0 9DR,SS0 9,587190.0,186514.0,Southend-on-Sea,30,Unsurveyed/Urban
HA3 0NU,HA3 0,517706.0,187689.0,Brent,50,Unsurveyed/Urban
NW10 4LT,NW10 4,521583.0,183406.0,Brent,50,Unsurveyed/Urban
RG18 3BY,RG18 3,450251.0,168268.0,West Berkshire,90,Planosols
CT2 0SF,CT2 0,617333.0,161446.0,Canterbury,50,Luvisols
BH24 1GX,BH24 1,414811.0,105163.0,New Forest,20,Unsurveyed/Urban
E1W 3TX,E1W 3,535171.0,180363.0,Tower Hamlets,0,Cambisols
W7 1BS,W7 1,515531.0,182248.0,Ealing,20,Unsurveyed/Urban
PO22 6AG,PO22 6,496247.0,100575.0,Arun,0,Unsurveyed/Urban
UB6 0UJ,UB6 0,514896.0,185125.0,Ealing,50,Unsurveyed/Urban
PO18 0FJ,PO18 0,485647.0,108293.0,Chichester,40,Cambisols
TN26 3LU,TN26 3,590240.0,137379.0,Ashford,40,Planosols
GU8 5HL,GU8 5,495197.0,142357.0,Waverley,50,Luvisols
TW4 6EQ,TW4 6,511086.0,175805.0,Hounslow,20,Unsurveyed/Urban
NW10 2LP,NW10 2,522416.0,184495.0,Brent,50,Unsurveyed/Urban
SM5 1TB,SM5 1,526951.0,166063.0,Sutton,50,Unsurveyed/Urban
W1B 5PT,W1B 5,529219.0,180953.0,Westminster,20,Unsurveyed/Urban
RH1 2HY,RH1 2,528425.0,151630.0,Reigate and Banstead,90,Unsurveyed/Urban
RG12 2JT,RG12 2,487473.0,170139.0,Bracknell Forest,80,Unsurveyed/Urban
UB4 8NF,UB4 8,509347.0,182861.0,Hillingdon,40,Unsurveyed/Urban
IG8 8QW,IG8 8,541823.0,190326.0,Redbridge,20,Unsurveyed/Urban
NW3 2NX,NW3 2,527771.0,185428.0,Camden,50,Unsurveyed/Urban
SE20 8RH,SE20 8,535073.0,170377.0,Bromley,40,Unsurveyed/Urban
N8 9JY,N8 9,530746.0,188472.0,Haringey,40,Unsurveyed/Urban
RH10 1TL,RH10 1,528569.0,136554.0,Crawley,70,Cambisols
TW16 7PL,TW16 7,509768.0,170858.0,Spelthorne,20,Unsurveyed/Urban
RH16 3RW,RH16 3,534713.0,123578.0,Mid Sussex,60,Unsurveyed/Urban
BN9 0SB,BN9 0,545562.0,102610.0,Lewes,10,Unsurveyed/Urban
ME17 3NW,ME17 3,582006.0,149655.0,Maidstone,130,Luvisols
CT19 6PJ,CT19 6,624037.0,137330.0,Folkestone and Hythe,80,Leptosols
KT19 9EF,KT19 9,520795.0,162511.0,Epsom and Ewell,40,Unsurveyed/Urban
RM13 9XT,RM13 9,553618.0,182578.0,Havering,10,Unsurveyed/Urban
SL6 8QX,SL6 8,489844.0,181599.0,Windsor and Maidenhead,30,Unsurveyed/Urban
HA2 8LH,HA2 8,514226.0,186177.0,Harrow,60,Unsurveyed/Urban
TN14 7TX,TN14 7,551231.0,162268.0,Sevenoaks,90,Leptosols
RH20 1EE,RH20 1,502494.0,119252.0,Chichester,20,Luvisols
OX10 6DA,OX10 6,463786.0,191717.0,South Oxfordshire,80,Cambisols
HP7 9EU,HP7 9,497316.0,197979.0,Buckinghamshire,140,Unsurveyed/Urban
SW11 1EG,SW11 1,527525.0,175154.0,Wandsworth,10,Unsurveyed/Urban
ME9 8JL,ME9 8,588601.0,162856.0,Swale,50,Luvisols
CT3 2AW,CT3 2,628792.0,158414.0,Dover,20,Luvisols
BN1 1NB,BN1 1,530874.0,103932.0,Brighton and Hove,10,Unsurveyed/Urban
E8 2NB,E8 2,533524.0,185098.0,Hackney,20,Unsurveyed/Urban
RG1 8FP,RG1 8,471449.0,173931.0,Reading,40,Unsurveyed/Urban
NW4 3FQ,NW4 3,523181.0,187889.0,Barnet,40,Unsurveyed/Urban
PO11 0DB,PO11 0,471333.0,99704.0,Havant,0,Unsurveyed/Urban
CT11 7RQ,CT11 7,637410.0,165498.0,Thanet,40,Unsurveyed/Urban
E2 8GR,E2 8,534279.0,183265.0,Tower Hamlets,20,Unsurveyed/Urban
DA11 9LE,DA11 9,563641.0,174143.0,Gravesham,20,Unsurveyed/Urban
SE17 1JQ,SE17 1,532135.0,178655.0,Southwark,10,Unsurveyed/Urban
RG12 9EJ,RG12 9,488180.0,168817.0,Bracknell Forest,70,Unsurveyed/Urban
W1T 4HY,W1T 4,529345.0,181680.0,Camden,30,Unsurveyed/Urban
SO50 5FY,SO50 5,445542.0,118960.0,Eastleigh,20,Unsurveyed/Urban
N7 0JX,N7 0,529927.0,185483.0,Islington,50,Unsurveyed/Urban
RG2 7DN,RG2 7,473426.0,171368.0,Reading,70,Unsurveyed/Urban
CT9 5RT,CT9 5,635547.0,170054.0,Thanet,10,Unsurveyed/Urban
SS12 9NZ,SS12 9,575568.0,192258.0,Basildon,20,Stagnosols
NW3 2NE,NW3 2,527552.0,185622.0,Camden,60,Unsurveyed/Urban
UB5 6UA,UB5 6,513403.0,183353.0,Ealing,30,Unsurveyed/Urban
CR0 7AS,CR0 7,534967.0,167266.0,Croydon,50,Unsurveyed/Urban
RG7 6LT,RG7 6,457661.0,171349.0,West Berkshire,60,Planosols
SE28 0FJ,SE28 0,545014.0,179233.0,Greenwich,10,Unsurveyed/Urban
TW3 4AE,TW3 4,514344.0,176381.0,Hounslow,20,Unsurveyed/Urban
MK18 1HS,MK18 1,469266.0,234031.0,Buckinghamshire,90,Leptosols
SO15 8RN,SO15 8,439789.0,112789.0,Southampton,10,Unsurveyed/Urban
PO7 7QT,PO7 7,469257.0,109916.0,Havant,40,Unsurveyed/Urban
SW18 5JJ,SW18 5,525092.0,173653.0,Wandsworth,10,Unsurveyed/Urban
PO16 9NB,PO16 9,461905.0,105573.0,Fareham,10,Unsurveyed/Urban
BR3 4AS,BR3 4,536111.0,168312.0,Bromley,40,Unsurveyed/Urban
BN45 7EE,BN45 7,528416.0,112947.0,Mid Sussex,110,Cambisols
DA8 3LG,DA8 3,550940.0,177080.0,Bexley,40,Unsurveyed/Urban
ME19 4JJ,ME19 4,567670.0,155147.0,Tonbridge and Malling,90,Luvisols
E5 0PL,E5 0,535288.0,185468.0,Hackney,20,Unsurveyed/Urban
GU10 2JT,GU10 2,485510.0,138130.0,Waverley,100,Luvisols
BH25 7NT,BH25 7,423592.0,93258.0,New Forest,30,Unsurveyed/Urban
PO18 8XJ,PO18 8,478834.0,106228.0,Chichester,10,Gleysols
HP21 7LU,HP21 7,482679.0,212623.0,Buckinghamshire,80,Unsurveyed/Urban
SL6 9HR,SL6 9,488455.0,184984.0,Windsor and Maidenhead,40,Luvisols
RH8 0DW,RH8 0,540533.0,152904.0,Tandridge,120,Cambisols
NW4 4WP,NW4 4,523278.0,189174.0,Barnet,80,Unsurveyed/Urban
IG6 2UD,IG6 2,544520.0,191406.0,Redbridge,40,Unsurveyed/Urban
N16 5EF,N16 5,533140.0,187389.0,Hackney,30,Unsurveyed/Urban
GU8 5EA,GU8 5,494150.0,142259.0,Waverley,60,Podzols
UB3 4EE,UB3 4,509220.0,178425.0,Hillingdon,30,Unsurveyed/Urban
CM4 0PG,CM4 0,562954.0,201298.0,Brentwood,90,Planosols
RG45 6JN,RG45 6,483297.0,164676.0,Wokingham,80,Podzols
RM8 1BX,RM8 1,548004.0,186870.0,Barking and Dagenham,10,Unsurveyed/Urban
N16 7SA,N16 7,534033.0,186303.0,Hackney,20,Unsurveyed/Urban
RM14 1BQ,RM14 1,556527.0,187365.0,Havering,30,Cambisols
E7 0LJ,E7 0,541038.0,185688.0,Newham,10,Unsurveyed/Urban
DA12 4SQ,DA12 4,566409.0,171725.0,Gravesham,60,Unsurveyed/Urban
PO5 3HR,PO5 3,464143.0,98883.0,Portsmouth,10,Unsurveyed/Urban
CT21 5BH,CT21 5,615810.0,134732.0,Folkestone and Hythe,10,Unsurveyed/Urban
OX44 9AW,OX44 9,457686.0,202722.0,South Oxfordshire,90,Planosols
KT5 9ES,KT5 9,520221.0,166695.0,Kingston upon Thames,30,Unsurveyed/Urban
SE20 8SL,SE20 8,534414.0,169233.0,Bromley,50,Unsurveyed/Urban
RG24 8UF,RG24 8,465781.0,155014.0,Basingstoke and Deane,70,Planosols
SW4 9PJ,SW4 9,529802.0,174846.0,Lambeth,20,Unsurveyed/Urban
WC1N 3LN,WC1N 3,530624.0,182076.0,Camden,20,Unsurveyed/Urban
CT16 2SE,CT16 2,630972.0,143295.0,Dover,60,Unsurveyed/Urban
SO41 9JY,SO41 9,431715.0,96177.0,New Forest,20,Cambisols
ME15 9RN,ME15 9,576383.0,152468.0,Maidstone,90,Unsurveyed/Urban
PO6 1JL,PO6 1,468129.0,105625.0,Portsmouth,10,Unsurveyed/Urban
SW9 6XW,SW9 6,531737.0,177050.0,Lambeth,10,Unsurveyed/Urban
NW3 2UB,NW3 2,527585.0,185877.0,Camden,70,Unsurveyed/Urban
SL7 1LQ,SL7 1,485786.0,186960.0,Buckinghamshire,30,Unsurveyed/Urban
OX12 9HJ,OX12 9,439013.0,188359.0,Vale of White Horse,100,Luvisols
W2 1PB,W2 1,526631.0,181625.0,Westminster,30,Unsurveyed/Urban
SO19 7GP,SO19 7,443852.0,111365.0,Southampton,20,Unsurveyed/Urban
SL4 4EL,SL4 4,494779.0,176300.0,Windsor and Maidenhead,30,Unsurveyed/Urban
RG21 5SA,RG21 5,463665.0,153604.0,Basingstoke and Deane,100,Unsurveyed/Urban
BN1 1FL,BN1 1,531369.0,103952.0,Brighton and Hove,10,Unsurveyed/Urban
RG23 8EW,RG23 8,461207.0,152333.0,Basingstoke and Deane,110,Unsurveyed/Urban
GU6 8AQ,GU6 8,505827.0,139035.0,Waverley,60,Gleysols
DA11 9BN,DA11 9,562785.0,174029.0,Gravesham,20,Unsurveyed/Urban
HA2 9BY,HA2 9,513275.0,186551.0,Harrow,50,Unsurveyed/Urban
BN6 9XS,BN6 9,528585.0,116397.0,Mid Sussex,50,Stagnosols
N19 3DA,N19 3,529488.0,186876.0,Islington,60,Unsurveyed/Urban
EN4 8PZ,EN4 8,527876.0,195216.0,Barnet,60,Unsurveyed/Urban
W8 4JF,W8 4,525475.0,179728.0,Kensington and Chelsea,20,Unsurveyed/Urban
W1T 6ER,W1T 6,529077.0,182063.0,Camden,30,Unsurveyed/Urban
TW15 1BF,TW15 1,508495.0,171999.0,Hounslow,20,Unsurveyed/Urban
BN3 4JS,BN3 4,526968.0,105099.0,Brighton and Hove,10,Unsurveyed/Urban
SO40 9GW,SO40 9,436088.0,112549.0,New Forest,10,Cambisols
ME17 3LJ,ME17 3,581164.0,151584.0,Maidstone,100,Luvisols
SW17 9NG,SW17 9,527653.0,171215.0,Wandsworth,20,Unsurveyed/Urban
SW6 2DR,SW6 2,525636.0,177017.0,Hammersmith and Fulham,0,Unsurveyed/Urban
OX14 3JH,OX14 3,449357.0,196955.0,Vale of White Horse,50,Unsurveyed/Urban
SW4 6PR,SW4 6,529887.0,176063.0,Lambeth,10,Unsurveyed/Urban
N2 9LD,N2 9,527821.0,189383.0,Haringey,100,Unsurveyed/Urban
TW13 4PA,TW13 4,510002.0,172296.0,Hounslow,20,Unsurveyed/Urban
RM11 1PN,RM11 1,553210.0,187433.0,Havering,20,Unsurveyed/Urban
SP11 7HY,SP11 7,438775.0,141020.0,Test Valley,70,Leptosols
GU51 3PR,GU51 3,481571.0,153972.0,Hart,70,Unsurveyed/Urban
W9 2AB,W9 2,525182.0,182450.0,Westminster,30,Unsurveyed/Urban
E2 9JJ,E2 9,535529.0,183359.0,Tower Hamlets,20,Unsurveyed/Urban
GU15 1JH,GU15 1,488948.0,159935.0,Surrey Heath,80,Unsurveyed/Urban
BN24 6AQ,BN24 6,565710.0,104113.0,Wealden,0,Gleysols
RG1 1DA,RG1 1,471695.0,173562.0,Reading,40,Unsurveyed/Urban
SO22 5EG,SO22 5,447240.0,129790.0,Winchester,70,Unsurveyed/Urban
CR0 7TA,CR0 7,535651.0,167803.0,Croydon,40,Unsurveyed/Urban
W4 1PN,W4 1,521293.0,178657.0,Hounslow,10,Unsurveyed/Urban
BN16 1EY,BN16 1,507183.0,102528.0,Arun,10,Unsurveyed/Urban
ME2 3DP,ME2 3,573621.0,169889.0,Medway,30,Unsurveyed/Urban
SO24 9EF,SO24 9,458904.0,132720.0,Winchester,80,Leptosols
BN17 7BS,BN17 7,502237.0,102358.0,Arun,10,Unsurveyed/Urban
GU34 1DQ,GU34 1,472048.0,139635.0,East Hampshire,110,Unsurveyed/Urban
SM4 6DR,SM4 6,526544.0,167522.0,Merton,30,Unsurveyed/Urban
TN27 9NY,TN27 9,581815.0,144924.0,Maidstone,20,Planosols
TN35 5PL,TN35 5,583654.0,110634.0,Hastings,70,Mixed
SW10 0YQ,SW10 0,526217.0,177763.0,Kensington and Chelsea,0,Unsurveyed/Urban
SW19 6RA,SW19 6,524272.0,173203.0,Wandsworth,50,Unsurveyed/Urban
NW4 3SL,NW4 3,522884.0,188901.0,Barnet,80,Unsurveyed/Urban
SO41 9AH,SO41 9,432244.0,95429.0,New Forest,20,Unsurveyed/Urban
HA9 6BX,HA9 6,518743.0,185264.0,Brent,50,Unsurveyed/Urban
IG6 2LN,IG6 2,544375.0,190809.0,Redbridge,40,Unsurveyed/Urban
OX12 9NG,OX12 9,438180.0,182520.0,Vale of White Horse,210,Luvisols
DA1 5US,DA1 5,555752.0,176486.0,Dartford,0,Unsurveyed/Urban
KT2 7AU,KT2 7,519302.0,169762.0,Kingston upon Thames,20,Unsurveyed/Urban
IG6 2LH,IG6 2,544192.0,191047.0,Redbridge,40,Unsurveyed/Urban
GU30 7GB,GU30 7,484541.0,132161.0,East Hampshire,110,Luvisols
SL6 5DY,SL6 5,486329.0,181426.0,Windsor and Maidenhead,50,Unsurveyed/Urban
SE27 0SH,SE27 0,531677.0,171749.0,Lambeth,70,Unsurveyed/Urban
E17 4JJ,E17 4,538027.0,190279.0,Waltham Forest,20,Unsurveyed/Urban
PO33 3FF,PO33 3,458318.0,92527.0,Isle of Wight,30,Planosols
SM5 2SS,SM5 2,527398.0,165941.0,Sutton,30,Unsurveyed/Urban
EC1V 4NR,EC1V 4,531558.0,182909.0,Islington,30,Unsurveyed/Urban
HP12 3DG,HP12 3,485271.0,193356.0,Buckinghamshire,80,Unsurveyed/Urban
KT22 7EY,KT22 7,516934.0,157027.0,Mole Valley,50,Cambisols
E4 7DB,E4 7,538943.0,194358.0,Waltham Forest,50,Unsurveyed/Urban
KT24 6RW,KT24 6,509459.0,152802.0,Guildford,90,Luvisols
RG4 6TU,RG4 6,474853.0,176209.0,South Oxfordshire,40,Luvisols
HP10 0BH,HP10 0,491551.0,189292.0,Buckinghamshire,40,Unsurveyed/Urban
CT19 5TZ,CT19 5,621695.0,137324.0,Folkestone and Hythe,40,Unsurveyed/Urban
BN26 6SY,BN26 6,552546.0,106479.0,Wealden,20,Stagnosols
SS13 1LQ,SS13 1,574478.0,190319.0,Basildon,20,Unsurveyed/Urban
SS8 9QJ,SS8 9,578641.0,184346.0,Castle Point,0,Cambisols
SW10 0LN,SW10 0,526652.0,177658.0,Kensington and Chelsea,10,Unsurveyed/Urban
EC1V 1LJ,EC1V 1,531775.0,183057.0,Islington,30,Unsurveyed/Urban
TN38 9HT,TN38 9,579118.0,111446.0,Hastings,60,Unsurveyed/Urban
RH19 4QR,RH19 4,536309.0,133061.0,Mid Sussex,180,Luvisols
TN30 7JT,TN30 7,594072.0,127388.0,Ashford,20,Planosols
SE9 4HP,SE9 4,542402.0,172007.0,Bromley,60,Unsurveyed/Urban
W1W 6PH,W1W 6,528993.0,181694.0,Westminster,30,Unsurveyed/Urban
W1F 9AA,W1F 9,529381.0,180903.0,Westminster,20,Unsurveyed/Urban
N16 8AU,N16 8,533513.0,185382.0,Hackney,20,Unsurveyed/Urban
RG7 3BE,RG7 3,466118.0,167336.0,West Berkshire,90,Luvisols
CT12 5JW,CT12 5,634526.0,164185.0,Thanet,10,Luvisols
NW11 6XS,NW11 6,524849.0,188778.0,Barnet,70,Unsurveyed/Urban
SP11 8EG,SP11 8,430186.0,146759.0,Test Valley,90,Luvisols
E2 7DJ,E2 7,533689.0,182383.0,Tower Hamlets,20,Unsurveyed/Urban
CM15 0SX,CM15 0,561882.0,198440.0,Brentwood,70,Stagnosols
RG41 5RT,RG41 5,477341.0,171262.0,Wokingham,40,Gleysols
ME16 0HF,ME16 0,574648.0,156616.0,Maidstone,40,Cambisols
BN2 4LP,BN2 4,534702.0,106626.0,Brighton and Hove,80,Unsurveyed/Urban
E17 6EZ,E17 6,536108.0,190049.0,Waltham Forest,20,Unsurveyed/Urban
UB9 5NN,UB9 5,504150.0,188085.0,Buckinghamshire,40,Luvisols
PO9 3SF,PO9 3,469937.0,107776.0,Havant,20,Unsurveyed/Urban
HA3 7QA,HA3 7,516136.0,190059.0,Harrow,60,Unsurveyed/Urban
ME13 9DR,ME13 9,604415.0,162955.0,Swale,10,Luvisols
SE28 0ED,SE28 0,545033.0,179648.0,Greenwich,10,Unsurveyed/Urban
W11 4QD,W11 4,524339.0,180276.0,Kensington and Chelsea,10,Unsurveyed/Urban
IG8 9AT,IG8 9,540733.0,191267.0,Redbridge,30,Unsurveyed/Urban
RG14 6BD,RG14 6,446344.0,166511.0,West Berkshire,80,Unsurveyed/Urban
SE13 5QS,SE13 5,539196.0,174901.0,Lewisham,20,Unsurveyed/Urban
N10 3BQ,N10 3,528283.0,189643.0,Haringey,100,Unsurveyed/Urban
GU9 0HE,GU9 0,483968.0,148963.0,Waverley,150,Unsurveyed/Urban
SO19 6DX,SO19 6,447937.0,111999.0,Eastleigh,70,Podzols
SO31 4RB,SO31 4,448160.0,106951.0,Eastleigh,10,Unsurveyed/Urban
W1U 6PG,W1U 6,527854.0,181779.0,Westminster,30,Unsurveyed/Urban
TW18 3AS,TW18 3,502638.0,171463.0,Runnymede,20,Unsurveyed/Urban
CT20 3JG,CT20 3,618652.0,136618.0,Folkestone and Hythe,60,Unsurveyed/Urban
CR2 8BE,CR2 8,534243.0,162293.0,Croydon,130,Unsurveyed/Urban
CT15 7QG,CT15 7,622062.0,144657.0,Folkestone and Hythe,130,Luvisols
SE1 2PY,SE1 2,533852.0,179874.0,Southwark,10,Unsurveyed/Urban
SL4 4QH,SL4 4,490605.0,175173.0,Windsor and Maidenhead,50,Planosols
SO16 9FT,SO16 9,438157.0,114899.0,Southampton,20,Unsurveyed/Urban
ME12 4NP,ME12 4,602017.0,171394.0,Swale,10,Stagnosols
TW12 1AX,TW12 1,513561.0,171599.0,Richmond upon Thames,20,Unsurveyed/Urban
SS16 4ET,SS16 4,572189.0,188234.0,Basildon,30,Unsurveyed/Urban
HP17 8SS,HP17 8,481355.0,208492.0,Buckinghamshire,90,Cambisols
SM2 6GE,SM2 6,525578.0,163471.0,Sutton,70,Unsurveyed/Urban
SL4 2BA,SL4 2,496602.0,175089.0,Windsor and Maidenhead,30,Planosols
NW3 1LE,NW3 1,526630.0,185979.0,Camden,100,Unsurveyed/Urban
E17 4BZ,E17 4,538716.0,190662.0,Waltham Forest,30,Unsurveyed/Urban
CT14 9JZ,CT14 9,636293.0,150624.0,Dover,30,Cambisols
GU12 6LJ,GU12 6,489356.0,150518.0,Guildford,80,Unsurveyed/Urban
SW6 5PQ,SW6 5,525172.0,176916.0,Hammersmith and Fulham,0,Unsurveyed/Urban
KT18 7DA,KT18 7,520421.0,159314.0,Epsom and Ewell,70,Unsurveyed/Urban
DA16 2AY,DA16 2,546114.0,175865.0,Bexley,50,Unsurveyed/Urban
SW11 3LX,SW11 3,526776.0,176759.0,Wandsworth,10,Unsurveyed/Urban
EC4A 2LT,EC4A 2,531142.0,181139.0,Westminster,10,Unsurveyed/Urban
KT11 2TD,KT11 2,512630.0,159996.0,Elmbridge,40,Arenosols
TN23 5DB,TN23 5,599516.0,141264.0,Ashford,50,Unsurveyed/Urban
CT5 4RF,CT5 4,610681.0,165966.0,Canterbury,10,Unsurveyed/Urban
W9 2PF,W9 2,526142.0,181867.0,Westminster,30,Unsurveyed/Urban
PO32 6HS,PO32 6,450775.0,94528.0,Isle of Wight,40,Luvisols
GU9 8PU,GU9 8,483488.0,145273.0,Waverley,110,Unsurveyed/Urban
BN2 9ZE,BN2 9,532381.0,104804.0,Brighton and Hove,80,Unsurveyed/Urban
GU9 8HD,GU9 8,484465.0,145407.0,Waverley,100,Unsurveyed/Urban
TN20 6RJ,TN20 6,560503.0,127002.0,Wealden,80,Luvisols
W1S 2PG,W1S 2,528903.0,180903.0,Westminster,20,Unsurveyed/Urban
CR2 0PW,CR2 0,532802.0,162830.0,Croydon,70,Unsurveyed/Urban
NW6 5ZG,NW6 5,525310.0,183440.0,Brent,30,Unsurveyed/Urban
GU10 1AL,GU10 1,488490.0,149485.0,Guildford,70,Cambisols
SL1 7NB,SL1 7,492841.0,181670.0,Buckinghamshire,40,Unsurveyed/Urban
TW13 4DF,TW13 4,510280.0,172952.0,Hounslow,20,Unsurveyed/Urban
RM12 6LQ,RM12 6,554065.0,186712.0,Havering,30,Unsurveyed/Urban
E1W 2QH,E1W 2,534767.0,180302.0,Tower Hamlets,0,Unsurveyed/Urban
GU14 7NP,GU14 7,487088.0,155987.0,Rushmoor,80,Unsurveyed/Urban
SL6 0HJ,SL6 0,490995.0,183319.0,Buckinghamshire,60,Luvisols
TN8 5QG,TN8 5,543870.0,144281.0,Sevenoaks,50,Luvisols
KT11 3DY,KT11 3,510804.0,160026.0,Elmbridge,20,Cambisols
PO18 8DU,PO18 8,480654.0,107412.0,Chichester,20,Mixed
BN12 4HU,BN12 4,511601.0,102076.0,Worthing,10,Unsurveyed/Urban
PO8 0HQ,PO8 0,470463.0,114140.0,East Hampshire,80,Cambisols
MK18 4QX,MK18 4,465781.0,232779.0,Buckinghamshire,110,Luvisols
SW1W 0PP,SW1W 0,528991.0,179378.0,Westminster,10,Unsurveyed/Urban
IG3 8AD,IG3 8,545167.0,186858.0,Redbridge,10,Unsurveyed/Urban
SO45 1RS,SO45 1,444135.0,102201.0,New Forest,20,Unsurveyed/Urban
RM12 4YR,RM12 4,553309.0,186295.0,Havering,20,Unsurveyed/Urban
RH5 6DN,RH5 6,516943.0,154115.0,Mole Valley,40,Luvisols
CT14 6LJ,CT14 6,637686.0,153195.0,Dover,0,Unsurveyed/Urban
N11 2QG,N11 2,530010.0,191371.0,Haringey,50,Unsurveyed/Urban
SO22 4BP,SO22 4,446555.0,128500.0,Winchester,90,Unsurveyed/Urban
BR2 7JF,BR2 7,540022.0,166249.0,Bromley,60,Unsurveyed/Urban
TW8 8LL,TW8 8,517420.0,177331.0,Hounslow,10,Unsurveyed/Urban
E1W 1YG,E1W 1,534230.0,180477.0,Tower Hamlets,10,Cambisols
SO41 9LR,SO41 9,432013.0,96469.0,New Forest,10,Luvisols
RH14 0SL,RH14 0,504145.0,131531.0,Chichester,20,Planosols
DA1 5RS,DA1 5,554677.0,175994.0,Dartford,10,Unsurveyed/Urban
CR7 8SB,CR7 8,532803.0,168171.0,Croydon,50,Unsurveyed/Urban
CT10 3EU,CT10 3,638436.0,168949.0,Thanet,40,Unsurveyed/Urban
BN8 4DA,BN8 4,539217.0,119339.0,Lewes,30,Luvisols
ME14 3DN,ME14 3,577064.0,157865.0,Maidstone,50,Luvisols
SW11 6QE,SW11 6,527657.0,174439.0,Wandsworth,20,Unsurveyed/Urban
SO30 0DA,SO30 0,448699.0,111787.0,Eastleigh,60,Cambisols
SL1 3BU,SL1 3,496736.0,180728.0,Slough,30,Unsurveyed/Urban
PO13 9FX,PO13 9,456207.0,101480.0,Gosport,10,Unsurveyed/Urban
GU34 1FE,GU34 1,471670.0,139463.0,East Hampshire,110,Unsurveyed/Urban
GU7 2BY,GU7 2,495923.0,145372.0,Waverley,100,Luvisols
E1 7HW,E1 7,533464.0,181671.0,Tower Hamlets,20,Unsurveyed/Urban
GU9 7BU,GU9 7,482650.0,146676.0,Waverley,100,Cambisols
SL4 5LH,SL4 5,494977.0,176748.0,Windsor and Maidenhead,20,Unsurveyed/Urban
HP19 0WJ,HP19 0,482281.0,215370.0,Buckinghamshire,80,Stagnosols
W11 1AL,W11 1,524683.0,181610.0,Kensington and Chelsea,20,Unsurveyed/Urban
SM1 4QR,SM1 4,526551.0,164527.0,Sutton,50,Unsurveyed/Urban
E1W 1UG,E1W 1,534078.0,180390.0,Tower Hamlets,10,Unsurveyed/Urban
TW20 0EE,TW20 0,499223.0,170935.0,Runnymede,60,Cambisols
RH12 1QD,RH12 1,516854.0,130712.0,Horsham,40,Unsurveyed/Urban
NW11 6UY,NW11 6,526013.0,187845.0,Barnet,90,Mixed
HP17 8AG,HP17 8,474188.0,208124.0,Buckinghamshire,70,Cambisols
ME12 4JY,ME12 4,597388.0,172229.0,Swale,70,Luvisols
WC1E 6JB,WC1E 6,529448.0,182071.0,Camden,30,Unsurveyed/Urban
N7 8RB,N7 8,530691.0,184813.0,Islington,40,Unsurveyed/Urban
KT13 9YJ,KT13 9,507847.0,164048.0,Elmbridge,30,Unsurveyed/Urban
KT12 5NT,KT12 5,511154.0,164987.0,Elmbridge,20,Unsurveyed/Urban
BR1 4BY,BR1 4,539050.0,170591.0,Lewisham,40,Unsurveyed/Urban
SE1 0EP,SE1 0,532131.0,179940.0,Southwark,10,Unsurveyed/Urban
UB5 5TJ,UB5 5,512351.0,184419.0,Ealing,50,Cambisols
E1 3BX,E1 3,535110.0,181819.0,Tower Hamlets,10,Unsurveyed/Urban
SL7 2UW,SL7 2,484982.0,186494.0,Buckinghamshire,30,Unsurveyed/Urban
BN8 6BW,BN8 6,550136.0,113152.0,Wealden,20,Planosols
RH6 7EX,RH6 7,528046.0,143075.0,Reigate and Banstead,60,Unsurveyed/Urban
BN24 6SN,BN24 6,566854.0,104930.0,Wealden,0,Gleysols
TN34 3HN,TN34 3,582416.0,109704.0,Hastings,30,Unsurveyed/Urban
CT12 4DD,CT12 4,630834.0,163148.0,Thanet,0,Gleysols
OX10 7QJ,OX10 7,457296.0,196702.0,South Oxfordshire,60,Luvisols
RG31 6JY,RG31 6,466808.0,174788.0,Reading,80,Unsurveyed/Urban
SS7 3BE,SS7 3,578936.0,188485.0,Castle Point,80,Unsurveyed/Urban
SO31 9AX,SO31 9,450251.0,106282.0,Fareham,20,Unsurveyed/Urban
SW16 6BF,SW16 6,529981.0,171155.0,Lambeth,40,Unsurveyed/Urban
N15 6EB,N15 6,534153.0,188580.0,Haringey,10,Unsurveyed/Urban
E1W 2AB,E1W 2,534890.0,180303.0,Tower Hamlets,0,Unsurveyed/Urban
RG14 1UN,RG14 1,445871.0,168219.0,West Berkshire,90,Unsurveyed/Urban
CT6 5QN,CT6 5,617595.0,167633.0,Canterbury,10,Unsurveyed/Urban
W12 9XP,W12 9,516561.0,180779.0,Ealing,30,Unsurveyed/Urban
SP10 4BG,SP10 4,436371.0,146972.0,Test Valley,70,Luvisols
RG42 3RF,RG42 3,489027.0,169926.0,Bracknell Forest,90,Podzols
GU16 8SX,GU16 8,488312.0,158841.0,Surrey Heath,90,Unsurveyed/Urban
BN6 8LB,BN6 8,531113.0,115282.0,Mid Sussex,50,Unsurveyed/Urban
N15 4JW,N15 4,533156.0,189576.0,Haringey,20,Unsurveyed/Urban
RG20 8UP,RG20 8,447669.0,174031.0,West Berkshire,120,Luvisols
E6 6LE,E6 6,543549.0,181609.0,Newham,10,Unsurveyed/Urban
PO2 7BG,PO2 7,464889.0,101261.0,Portsmouth,10,Unsurveyed/Urban
SO45 5TH,SO45 5,440448.0,107927.0,New Forest,10,Planosols
